origin,destination,type,cpt,hard_or_soft,incremental_cost,index,cap,target,sigma,penalty_cost_coefficient,dual,excess_flow,optimal_flow,remaining_cap
ONT2,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.57,j95,119,73.6,9.200000000000001,0.05572989130434782,0.5303308810093477,9.516093944891272,83.1160939416365,92
ONT6,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.56,j96,269,179.2,22.400000000000002,0.0228,0.38999999992458784,17.105263159018865,196.30526315458704,224
PSP1,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.64,j98,908,514.4,64.3,0.008190979782270607,0.5199999999796935,63.48446874847127,577.8844687451472,643
BFL1,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,3.36,j55,564,342.4,42.800000000000004,0.01566168224299065,1.2699999996422555,81.08962881250865,423.48962881114625,428
LGB3,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.48,j17,337,64.0,8.0,0.061845000000000004,0.0,0.0,0.0,80
FAT1,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,4.26,j62,536,271.2,33.9,0.02506991150442478,2.1699999976437523,86.55794406297449,357.7579440621752,339
TUS2,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,6.29,j47,105,0.0,0.0,100000000.0,0.0,0.0,0.0,0
OAK4,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,5.36,j41,37,1.6,0.2,5.3466,0.0,0.0,0.0,2
SMF1,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,5.93,j46,76,0.0,0.0,100000000.0,0.0,0.0,0.0,0
PSP1,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.64,j45,227,4.8,0.6000000000000001,0.8777999999999999,0.0,0.0,0.0,6
LAS7,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,4.36,j64,518,273.6,34.2,0.025433333333333336,1.8299999913885134,71.95281748673142,345.55281748578903,342
ONT6,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.56,j43,67,0.0,0.0,100000000.0,0.0,0.0,0.0,0
ONT2,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.57,j42,30,1.6,0.2,2.563575,0.0,0.0,0.0,2
LGB3,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.48,j70,1348,1078.4,134.8,0.003670326409495549,2.867568071535917e-11,0.027997275101700074,1015.248967894062,1348
TUS2,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,6.29,j100,418,200.0,25.0,0.0501942,4.050212077738236,80.69083833908408,280.69083833865665,250
SMF1,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,5.93,j99,304,146.4,18.3,0.0646467213114754,3.6000000008210122,55.68727891870697,202.08727891822636,183
PHX6,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,5.29,j44,48,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB5,LGB5,sc_resource,2021-05-11 10:00:00,soft,1.0,j22,920,72.8,9.1,0.021923076923076924,0.0,0.0,0.0,91
LAX5,LAX5,sc_resource,2021-05-11 10:00:00,soft,1.0,j51,920,209.6,26.200000000000003,0.007614503816793893,0.0,0.0,0.0,262
LAX5,LAX5,sc_resource,2021-05-12 10:00:00,soft,1.0,j104,3679,2313.6,289.2,0.0006898340248962657,4.07239610740933e-12,0.06446920209690764,1882.113377217356,2892
LGB5,LGB5,sc_resource,2021-05-12 10:00:00,soft,1.0,j75,3679,2415.2,301.90000000000003,0.0006608148393507784,0.21021206579242482,318.1103892951106,2733.3103892871186,3019
LAX5,DLA5,scds_resource,2021-05-12 15:00:00,soft,1.0,j101,741,320.0,40.0,0.004987500000000001,0.9697879344328874,194.44369612867658,514.443696126884,400
LAX5,DSD1,scds_resource,2021-05-12 15:00:00,soft,1.0,j102,1345,908.8,113.60000000000001,0.001756161971830986,0.0,0.0,811.078158374562,1136
LAX5,DSD2,scds_resource,2021-05-12 15:00:00,soft,1.0,j103,369,230.4,28.8,0.006927083333333334,0.21324769506591915,30.78462967175906,261.1846296636412,288
LGB5,DLA5,scds_resource,2021-05-11 15:00:00,soft,1.0,j18,185,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB5,DPS3,scds_resource,2021-05-12 15:00:00,soft,1.0,j73,570,387.2,48.400000000000006,0.004121900826446281,0.24622985266786687,59.73696676955081,446.9369667625252,484
LGB5,DPS1,scds_resource,2021-05-12 15:00:00,soft,1.0,j72,2672,1856.8,232.10000000000002,0.0008595433003015941,0.08848502436697242,102.94423137583881,1959.7442313561346,2321
LAX5,DSD1,scds_resource,2021-05-11 15:00:00,soft,1.0,j49,336,103.2,12.9,0.015465116279069768,0.0,0.0,0.0,129
LAX5,DSD2,scds_resource,2021-05-11 15:00:00,soft,1.0,j50,92,22.4,2.8000000000000003,0.07125,0.0,0.0,0.0,28
LGB5,DPS1,scds_resource,2021-05-11 15:00:00,soft,1.0,j19,668,103.2,12.9,0.015465116279069768,0.0,0.0,0.0,129
LGB5,DPS3,scds_resource,2021-05-11 15:00:00,soft,1.0,j20,142,20.0,2.5,0.07980000000000001,0.0,0.0,0.0,25
