origin,destination,type,cpt,hard_or_soft,incremental_cost,index,cap,target,sigma,penalty_cost_coefficient,dual,excess_flow,optimal_flow,remaining_cap
LGB7,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.53,j29,99,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB6,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.53,j77,60,10.4,1.3,0.38825769230769225,1.437255161792798,3.7018073054889693,14.101807305478397,13
PHX6,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,5.29,j97,192,25.6,3.2,0.3297984375,3.2999999999905754,10.00611168751244,35.60611168750786,32
LAS7,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,4.36,j11,130,0.8,0.1,8.698200000000002,0.0,0.0,0.0,1
LGB7,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.53,j82,396,85.6,10.700000000000001,0.04717149532710279,1.1772551631191366,24.956918472824885,110.55691847281057,107
FAT1,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,4.26,j9,134,0.0,0.0,100000000.0,0.0,0.0,0.0,0
OAK4,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,5.36,j84,146,16.8,2.1,0.5092,4.0872551619944995,8.02681689315866,24.826816893154927,21
ONT2,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.57,j86,119,16.0,2.0,0.2563575,1.537255161960722,5.996528917481455,21.996528917471583,20
LGB7,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.53,j40,99,16.8,2.1,0.24034999999999995,0.0,0.0,0.0,21
ONT2,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.57,j33,30,0.0,0.0,100000000.0,0.0,0.0,0.0,0
OAK4,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,5.36,j31,37,0.0,0.0,100000000.0,0.0,0.0,0.0,0
BFL1,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,3.36,j2,141,1.6,0.2,3.3516,0.0,0.0,0.0,2
LGB7,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.53,j93,396,111.2,13.9,0.03631187050359712,0.06000000112751954,1.6523522557384507,112.85235225549312,139
OAK4,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,5.36,j94,146,19.2,2.4000000000000004,0.44554999999999995,3.5000000054003704,7.855459556508354,27.05545955650606,24
LGB6,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.53,j24,15,8.8,1.1,0.4588499999999999,0.0,0.0,0.0,11
ONT2,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.57,j95,119,20.0,2.5,0.20508600000000002,0.768550602388783,3.7474552255775895,23.74745522555802,25
ONT6,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.56,j96,269,60.0,7.5,0.068096,0.3699999999955653,5.433505639073615,65.4335056390327,75
PSP1,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.64,j98,908,163.2,20.400000000000002,0.02581764705882353,0.5100000000004438,19.753930280293,182.95393028026322,204
BFL1,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,3.36,j55,564,116.0,14.5,0.04622896551724138,1.287255162089497,27.845208035424275,143.84520803541255,145
LGB3,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.48,j17,337,64.0,8.0,0.061845000000000004,0.0,0.0,0.0,80
FAT1,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,4.26,j62,536,78.4,9.8,0.08672142857142856,2.247255162050111,25.91349334380179,104.31349334379529,98
TUS2,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,6.29,j47,105,0.0,0.0,100000000.0,0.0,0.0,0.0,0
OAK4,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,5.36,j41,37,1.6,0.2,5.3466,0.0,0.0,0.0,2
SMF1,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,5.93,j46,76,0.0,0.0,100000000.0,0.0,0.0,0.0,0
PSP1,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.64,j45,227,4.8,0.6000000000000001,0.8777999999999999,0.0,0.0,0.0,6
LAS7,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,4.36,j64,518,72.0,9.0,0.09664666666666669,1.9272551620340292,19.941248141354652,91.94124814134673,90
ONT6,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.56,j43,67,0.0,0.0,100000000.0,0.0,0.0,0.0,0
ONT2,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.57,j42,30,1.6,0.2,2.563575,0.0,0.0,0.0,2
LGB3,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.48,j70,1348,478.4,59.800000000000004,0.008273578595317726,0.0,0.0,362.5429936131045,598
TUS2,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,6.29,j100,418,49.6,6.2,0.2023959677419355,3.900000001142207,19.269158593691355,68.86915859368769,62
SMF1,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,5.93,j99,304,40.8,5.1000000000000005,0.23196764705882353,3.62999999998167,15.648733976519257,56.44873397651514,51
PHX6,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,5.29,j44,48,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB5,LGB5,sc_resource,2021-05-11 10:00:00,soft,1.0,j22,920,72.8,9.1,0.021923076923076924,0.0,0.0,0.0,91
LAX5,LAX5,sc_resource,2021-05-11 10:00:00,soft,1.0,j51,920,209.6,26.200000000000003,0.007614503816793893,0.0,0.0,0.0,262
LAX5,LAX5,sc_resource,2021-05-12 10:00:00,soft,1.0,j104,3679,1231.2,153.9,0.0012962962962962963,2.3037127085288222e-14,0.02329920783513268,572.9667072145651,1539
LGB5,LGB5,sc_resource,2021-05-12 10:00:00,soft,1.0,j75,3679,867.2,108.4,0.0018404059040590406,0.012744837981127072,6.9250147237769015,874.1250147225746,1084
LAX5,DLA5,scds_resource,2021-05-12 15:00:00,soft,1.0,j101,741,42.4,5.300000000000001,0.03764150943396226,1.179999998858121,31.348370896995522,73.74837089695974,53
LAX5,DSD1,scds_resource,2021-05-12 15:00:00,soft,1.0,j102,1345,431.2,53.900000000000006,0.003701298701298701,0.0,0.0,240.48865479174535,539
LAX5,DSD2,scds_resource,2021-05-12 15:00:00,soft,1.0,j103,369,85.6,10.700000000000001,0.01864485981308411,0.0,0.0,75.41151841796186,107
LGB5,DLA5,scds_resource,2021-05-11 15:00:00,soft,1.0,j18,185,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB5,DPS3,scds_resource,2021-05-12 15:00:00,soft,1.0,j73,570,148.0,18.5,0.010783783783783784,0.0,0.0,135.77197080064514,185
LGB5,DPS1,scds_resource,2021-05-12 15:00:00,soft,1.0,j72,2672,732.8,91.60000000000001,0.002177947598253275,0.0,0.0,577.6618541906638,916
LAX5,DSD1,scds_resource,2021-05-11 15:00:00,soft,1.0,j49,336,103.2,12.9,0.015465116279069768,0.0,0.0,0.0,129
LAX5,DSD2,scds_resource,2021-05-11 15:00:00,soft,1.0,j50,92,22.4,2.8000000000000003,0.07125,0.0,0.0,0.0,28
LGB5,DPS1,scds_resource,2021-05-11 15:00:00,soft,1.0,j19,668,103.2,12.9,0.015465116279069768,0.0,0.0,0.0,129
LGB5,DPS3,scds_resource,2021-05-11 15:00:00,soft,1.0,j20,142,20.0,2.5,0.07980000000000001,0.0,0.0,0.0,25
