origin,destination,type,cpt,hard_or_soft,incremental_cost,index,cap,target,sigma,penalty_cost_coefficient,dual,excess_flow,optimal_flow,remaining_cap
LGB7,DPS1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j78,84,67.2,8.4,0.02375,1.213554927641797,51.09704958516801,118.29704958490059,84
LGB7,DSD1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j79,51,40.8,5.1000000000000005,0.03911764705882353,0.1853780137617468,4.738986819605644,45.538986817969125,51
LGB7,DSD2,fcds_resource,2021-05-12 12:00:00,soft,1.0,j80,14,11.2,1.4000000000000001,0.1425,0.18537801391211872,1.3008983448789795,12.500898343242836,14
ONT6,DSD1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j87,16,12.8,1.6,0.1246875,0.3800000002718755,3.047619050597913,15.847619049799503,16
LGB3,DSD1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j68,77,61.6,7.7,0.02590909090909091,1.8200000000050938,70.24561403545103,131.8456140352843,77
LGB3,DLA5,fcds_resource,2021-05-11 12:00:00,soft,1.0,j12,18,0.0,0.0,100000000.0,1.2199999998480304,0.0,0.0,0
BFL1,DPS3,fcds_resource,2021-05-11 12:00:00,soft,1.0,j0,7,0.0,0.0,100000000.0,1.3668431023043213,0.0,0.0,0
BFL1,DPS3,fcds_resource,2021-05-12 12:00:00,soft,1.0,j53,28,22.4,2.8000000000000003,0.07125,1.3668431024588972,19.18376284175035,41.58376284152817,28
LGB7,DSD1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j26,13,0.0,0.0,100000000.0,0.18537801352958977,0.0,0.0,0
LGB7,DPS1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j25,21,0.0,0.0,100000000.0,1.2135549274171455,0.0,0.0,0
ONT6,DSD1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j34,4,0.0,0.0,100000000.0,0.3799999997446633,0.0,0.0,0
LGB7,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.53,j29,99,52.8,6.6000000000000005,0.07647499999999999,1.079999933356091,14.122261306019013,66.92226130571832,66
LGB6,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.53,j77,60,48.0,6.0,0.08412249999999999,1.1566373015743,13.74944041839421,61.749440418131954,60
PHX6,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,5.29,j97,192,153.6,19.200000000000003,0.054966406249999995,3.1699999997171235,57.671589175841106,211.2715891757459,192
LAS7,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,4.36,j11,130,54.4,6.800000000000001,0.12791470588235296,1.7246220154736458,13.482593761207871,67.88259376103309,68
LGB7,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.53,j82,396,316.8,39.6,0.012745833333333331,0.980192228898149,76.90295355884399,393.7029535596254,396
FAT1,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,4.26,j9,134,47.2,5.9,0.1440457627118644,2.054680582824351,14.264082081717403,61.4640820815696,59
OAK4,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,5.36,j84,146,116.8,14.600000000000001,0.07324109589041096,3.8266373006021266,52.24713330796752,169.04713330788564,146
ONT2,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.57,j86,119,95.2,11.9,0.04308529411764706,1.2566373023206923,29.166269560555133,124.36626956031473,119
LGB7,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.53,j40,99,51.2,6.4,0.07886484374999998,0.13531944738688523,1.7158399247304403,52.915839922490306,64
ONT2,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.57,j33,30,8.8,1.1,0.46610454545454544,1.3546805346997433,2.906387736432744,11.70638773620784,11
OAK4,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,5.36,j31,37,9.6,1.2000000000000002,0.8910999999999999,3.934680581690369,4.415532018582746,14.015532018505626,12
BFL1,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,3.36,j2,141,54.4,6.800000000000001,0.0985764705882353,1.164680580587137,11.814995745565058,66.2149957453056,68
LGB7,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.53,j93,396,316.8,39.6,0.012745833333333331,0.1853780135694899,14.544205054489362,331.3442050529165,396
OAK4,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,5.36,j94,146,116.8,14.600000000000001,0.07324109589041096,3.405378013584048,46.495454118900206,163.29545411880386,146
LGB6,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.53,j24,15,11.2,1.4000000000000001,0.36052499999999993,0.0,0.0,2.004944117723252,14
ONT2,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.57,j95,119,95.2,11.9,0.04308529411764706,0.3600000008440503,8.355519168497606,103.5555191676548,119
ONT6,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.56,j96,269,215.2,26.900000000000002,0.018985873605947955,0.3799999998703084,20.01488094634846,235.2148809455502,269
PSP1,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.64,j98,908,726.4,90.80000000000001,0.005800440528634361,0.4999999999894359,86.20034935702967,812.6003493564236,908
BFL1,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,3.36,j55,564,451.2,56.400000000000006,0.011885106382978723,1.119999999664702,94.23558894449039,545.4355889443051,564
LGB3,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.48,j17,337,204.0,25.5,0.01940235294117647,1.5532826713246887e-11,0.0026640436657502237,184.33841597487822,255
FAT1,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,4.26,j62,536,428.8,53.6,0.015855783582089552,2.0046219865480217,126.42844020744654,555.2284402072848,536
TUS2,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,6.29,j47,105,34.4,4.3,0.29182674418604654,3.885319446860991,13.31378814412841,47.71378814405084,43
OAK4,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,5.36,j41,37,12.0,1.5,0.7128800000000001,3.3753194454959794,4.734765241779913,16.73476524169053,15
SMF1,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,5.93,j46,76,29.6,3.7,0.3197391891891892,3.4299414325432696,10.727310096924228,40.32731009683513,37
PSP1,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.64,j45,227,100.0,12.5,0.0421344,0.490000000963497,11.62945244241252,111.62945244179292,125
LAS7,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,4.36,j64,518,414.4,51.800000000000004,0.016791891891891893,1.6846219861550773,100.32353691912081,514.7235369189525,518
ONT6,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.56,j43,67,40.0,5.0,0.10214400000000001,0.1101361888069043,1.0782443324167472,41.07824432964148,50
ONT2,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.57,j42,30,17.6,2.2,0.23305227272727272,0.30999994899316496,1.3301734653714565,18.93017346437188,22
LGB3,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.48,j70,1348,1078.4,134.8,0.003670326409495549,2.1838678229782527e-12,0.006274684076968169,939.2452393507632,1348
TUS2,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,6.29,j100,418,334.4,41.800000000000004,0.030020454545454545,3.9153780135064093,130.42367521718856,464.8236752171056,418
SMF1,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,5.93,j99,304,243.2,30.400000000000002,0.038915625,3.459999999975713,88.9103027377596,332.1103027376731,304
PHX6,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,5.29,j44,48,18.4,2.3000000000000003,0.45885,2.925319444455137,6.375328417789544,24.77532841768534,23
LGB5,LGB5,sc_resource,2021-05-11 10:00:00,soft,1.0,j22,920,440.0,55.0,0.0036272727272727277,0.12531941712613662,34.5492127439635,474.54921274094187,550
LAX5,LAX5,sc_resource,2021-05-11 10:00:00,soft,1.0,j51,920,488.0,61.0,0.0032704918032786887,2.266255226842908e-12,0.0066695695370305955,354.1049020585596,610
LAX5,LAX5,sc_resource,2021-05-12 10:00:00,soft,1.0,j104,3679,2943.2,367.90000000000003,0.0005422669203587931,1.050402572668019e-12,0.01622091764786431,2654.2159757718773,3679
LGB5,LGB5,sc_resource,2021-05-12 10:00:00,soft,1.0,j75,3679,2943.2,367.90000000000003,0.0005422669203587931,0.1953780134611459,360.2986022689991,3303.4986022672374,3679
LAX5,DLA5,scds_resource,2021-05-12 15:00:00,soft,1.0,j101,741,592.8,74.10000000000001,0.002692307692307692,1.0246219864493844,380.57388068149606,973.3738806814439,741
LAX5,DSD1,scds_resource,2021-05-12 15:00:00,soft,1.0,j102,1345,1076.0,134.5,0.001483271375464684,0.0,0.0,893.6133953126008,1345
LAX5,DSD2,scds_resource,2021-05-12 15:00:00,soft,1.0,j103,369,295.2,36.9,0.005406504065040651,3.5101788013546774e-11,0.00514902420116818,286.49910204243525,369
LGB5,DLA5,scds_resource,2021-05-11 15:00:00,soft,1.0,j18,185,51.2,6.4,0.031171875,1.054680552943421,33.834363603485116,85.03436360319868,64
LGB5,DPS3,scds_resource,2021-05-12 15:00:00,soft,1.0,j73,570,456.0,57.0,0.0035,0.051465089245484305,14.7043112188865,470.70431121299487,570
LGB5,DPS1,scds_resource,2021-05-12 15:00:00,soft,1.0,j72,2672,2137.6,267.2,0.0007466317365269462,0.037984685121890335,50.87472614618686,2188.4747261366906,2672
LAX5,DSD1,scds_resource,2021-05-11 15:00:00,soft,1.0,j49,336,192.0,24.0,0.0083125,0.0,0.0,116.47502090674797,240
LAX5,DSD2,scds_resource,2021-05-11 15:00:00,soft,1.0,j50,92,52.0,6.5,0.030692307692307692,0.0,0.0,35.35848844845096,65
LGB5,DPS1,scds_resource,2021-05-11 15:00:00,soft,1.0,j19,668,339.2,42.400000000000006,0.004705188679245282,0.0,0.0,310.5148688804925,424
LGB5,DPS3,scds_resource,2021-05-11 15:00:00,soft,1.0,j20,142,72.8,9.1,0.021923076923076924,1.9510038568631614e-10,0.00252678293099989,71.23695505668101,91
