origin,destination,type,cpt,hard_or_soft,incremental_cost,index,cap,target,sigma,penalty_cost_coefficient,dual,excess_flow,optimal_flow,remaining_cap
LGB7,DSD2,fcds_resource,2021-05-12 12:00:00,soft,1.0,j80,14,0.0,0.0,100000000.0,0.47520762999363625,0.0,0.0,0
ONT6,DSD1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j87,16,0.0,0.0,100000000.0,0.5131901520391985,0.0,0.0,0
LGB3,DSD1,fcds_resource,2021-05-12 12:00:00,soft,1.0,j68,77,17.6,2.2,0.09068181818181818,1.8499999999082433,20.40100250614398,38.00100250525379,22
LGB3,DLA5,fcds_resource,2021-05-11 12:00:00,soft,1.0,j12,18,0.0,0.0,100000000.0,1.1599982719442132,0.0,0.0,0
BFL1,DPS3,fcds_resource,2021-05-11 12:00:00,soft,1.0,j0,7,0.0,0.0,100000000.0,1.9799932148408073,0.0,0.0,0
BFL1,DPS3,fcds_resource,2021-05-12 12:00:00,soft,1.0,j53,28,0.0,0.0,100000000.0,1.980000001319179,0.0,0.0,0
LGB7,DSD1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j26,13,0.0,0.0,100000000.0,0.3637957288250877,0.0,0.0,0
LGB7,DPS1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j25,21,0.0,0.0,100000000.0,1.399996579079319,0.0,0.0,0
ONT6,DSD1,fcds_resource,2021-05-11 12:00:00,soft,1.0,j34,4,0.0,0.0,100000000.0,0.5131901520509246,0.0,0.0,0
LGB7,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.53,j29,99,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB6,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.53,j77,60,10.4,1.3,0.38825769230769225,1.3412101984913576,3.454433036461719,13.854433035233912,13
PHX6,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,5.29,j97,192,25.6,3.2,0.3297984375,3.7454002291949626,11.356634245242509,36.95663424480216,32
LAS7,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,4.36,j11,130,0.8,0.1,8.698200000000002,0.0,0.0,0.0,1
LGB7,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.53,j82,396,187.2,23.400000000000002,0.02156987179487179,1.1912101960419774,55.22565026812101,242.4256502667353,234
FAT1,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,4.26,j9,134,0.0,0.0,100000000.0,0.0,0.0,0.0,0
OAK4,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,5.36,j84,146,16.8,2.1,0.5092,3.9412101955298633,7.740004312141849,24.54000431172427,21
ONT2,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.57,j86,119,16.0,2.0,0.2563575,1.4112101971968989,5.504852393614599,21.504852392447834,20
LGB7,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.53,j40,99,16.8,2.1,0.24034999999999995,0.0,0.0,0.0,21
ONT2,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.57,j33,30,0.0,0.0,100000000.0,0.0,0.0,0.0,0
OAK4,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,5.36,j31,37,0.0,0.0,100000000.0,0.0,0.0,0.0,0
BFL1,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,3.36,j2,141,1.6,0.2,3.3516,0.0,0.0,0.0,2
LGB7,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.53,j93,396,218.4,27.3,0.018488461538461537,0.27060786262071307,14.636580884260297,233.0365808781884,273
OAK4,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,5.36,j94,146,19.2,2.4000000000000004,0.44554999999999995,4.996809829671725,11.214924991176224,30.414924990846888,24
LGB6,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.53,j24,15,8.8,1.1,0.4588499999999999,0.0,0.0,0.0,11
ONT2,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.57,j95,119,20.0,2.5,0.20508600000000002,1.6968098290856217,8.273650221295773,28.273650220325397,25
ONT6,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.56,j96,269,86.4,10.8,0.047288888888888894,0.41999998161173047,8.881578562439694,95.28157855851875,108
PSP1,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,2.64,j98,908,163.2,20.400000000000002,0.02581764705882353,1.3354002325867271,51.72431978700298,214.92431978576963,204
BFL1,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,3.36,j55,564,140.8,17.6,0.038086363636363633,1.802101058052267,47.316175292893625,188.11617529198236,176
LGB3,LGB5,fcsc_resource,2021-05-11 05:00:00,soft,2.48,j17,337,64.0,8.0,0.061845000000000004,0.0,0.0,0.0,80
FAT1,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,4.26,j62,536,78.4,9.8,0.08672142857142856,2.7712101974928838,31.955310736860113,110.35531073626588,98
TUS2,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,6.29,j47,105,0.0,0.0,100000000.0,0.0,0.0,0.0,0
OAK4,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,5.36,j41,37,1.6,0.2,5.3466,0.0,0.0,0.0,2
SMF1,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,5.93,j46,76,0.0,0.0,100000000.0,0.0,0.0,0.0,0
PSP1,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.64,j45,227,4.8,0.6000000000000001,0.8777999999999999,0.0,0.0,0.0,6
LAS7,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,4.36,j64,518,72.0,9.0,0.09664666666666669,3.1112101992743617,32.191593426145246,104.19159342561709,90
ONT6,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.56,j43,67,0.0,0.0,100000000.0,0.0,0.0,0.0,0
ONT2,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,2.57,j42,30,1.6,0.2,2.563575,0.0,0.0,0.0,2
LGB3,LGB5,fcsc_resource,2021-05-12 05:00:00,soft,2.48,j70,1348,903.2,112.9,0.004382285208148804,3.502354914126063e-11,0.0032682582788200283,856.1476856366603,1129
TUS2,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,6.29,j100,418,49.6,6.2,0.2023959677419355,4.34000000166215,21.44311495015877,71.0431149497794,62
SMF1,LAX5,fcsc_resource,2021-05-12 05:00:00,soft,5.93,j99,304,40.8,5.1000000000000005,0.23196764705882353,5.275400233277408,22.741965529408752,63.541965529096004,51
PHX6,LAX5,fcsc_resource,2021-05-11 05:00:00,soft,5.29,j44,48,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB5,LGB5,sc_resource,2021-05-11 10:00:00,soft,1.0,j22,920,72.8,9.1,0.021923076923076924,0.0,0.0,0.0,91
LAX5,LAX5,sc_resource,2021-05-11 10:00:00,soft,1.0,j51,920,209.6,26.200000000000003,0.007614503816793893,0.0,0.0,0.0,262
LAX5,LAX5,sc_resource,2021-05-12 10:00:00,soft,1.0,j104,3679,1364.8,170.60000000000002,0.0011694021101992965,2.7852527668472445e-12,0.0061910460526038835,773.4727691573274,1706
LGB5,LGB5,sc_resource,2021-05-12 10:00:00,soft,1.0,j75,3679,1418.4,177.3,0.0011252115059221658,0.16060785768058583,142.7357051068346,1561.1357050966624,1773
LAX5,DLA5,scds_resource,2021-05-12 15:00:00,soft,1.0,j101,741,120.0,15.0,0.013300000000000001,0.9993921390634216,75.1422660966419,195.14226609497632,150
LAX5,DSD1,scds_resource,2021-05-12 15:00:00,soft,1.0,j102,1345,532.8,66.60000000000001,0.0029954954954954953,0.09319017042468278,31.110102024106773,563.9101020064301,666
LAX5,DSD2,scds_resource,2021-05-12 15:00:00,soft,1.0,j103,369,108.0,13.5,0.014777777777777779,0.20459976755311735,13.845097060515611,121.84509705246643,135
LGB5,DLA5,scds_resource,2021-05-11 15:00:00,soft,1.0,j18,185,0.0,0.0,100000000.0,0.0,0.0,0.0,0
LGB5,DPS3,scds_resource,2021-05-12 15:00:00,soft,1.0,j73,570,220.0,27.5,0.007254545454545455,0.01729108591568823,2.383483116195984,222.38348302095707,275
LGB5,DPS1,scds_resource,2021-05-12 15:00:00,soft,1.0,j72,2672,1120.8,140.1,0.001423982869379015,0.04818194569770125,33.83604310309076,1154.6360430689704,1401
LAX5,DSD1,scds_resource,2021-05-11 15:00:00,soft,1.0,j49,336,103.2,12.9,0.015465116279069768,0.0,0.0,0.0,129
LAX5,DSD2,scds_resource,2021-05-11 15:00:00,soft,1.0,j50,92,22.4,2.8000000000000003,0.07125,0.0,0.0,0.0,28
LGB5,DPS1,scds_resource,2021-05-11 15:00:00,soft,1.0,j19,668,103.2,12.9,0.015465116279069768,0.0,0.0,0.0,129
LGB5,DPS3,scds_resource,2021-05-11 15:00:00,soft,1.0,j20,142,20.0,2.5,0.07980000000000001,0.0,0.0,0.0,25
